Sales,Profits,Discounts
9.36,-16.38,0.8
7.38,3.4686,0
53.72,15.0416,0
8187.65,327.506,0
77.92,34.2848,0
32.784,-85.2384,0.8
196.776,14.7582,0.2
479.94,52.7934,0
1117.92,55.896,0
106.5,41.535,0
45.66,-33.484,0.7
95.968,1.1996,0.2
47.992,-2.0568,0.3
264.32,19.824,0.2
604.656,204.0714,0.2
,12.993,0
20.16,9.8784,0
29.46,14.4354,0
868.59,251.8911,0
12.96,6.2208,0
5.5,1.375,0
121.6,55.936,0
42.048,5.256,0.2
25.488,4.4604,0.2
6.9,-12.075,0.8
9.648,-16.884,0.8
7.968,2.8884,0.2
10.368,3.6288,0.2
114.2,52.532,0
17.96,8.2616,0
12.67,4.5612,0
339.96,122.3856,0
1801.632,-337.806,0.2
46.32,18.0648,0
181.986,-54.5958,0.3
431.976,-100.7944,0.4
155.37,-36.253,0.4
1348.704,-219.1644,0.2
700.152,78.7671,0.2
111.888,22.3776,0.2
143.952,14.3952,0.2
173.94,13.9152,0
14.76,6.9372,0
205.92,2.0592,0
102.833,-6.049,0.15
2.304,0.2592,0.2
1879.96,211.4955,0.2
313.024,105.6456,0.2
5.04,1.764,0.2
821.88,213.6888,0
21.96,10.7604,0
25.92,12.4416,0
705.544,70.5544,0.2
50,12,0
51.712,-32.32,0.6
6.992,0.5244,0.2
1406.86,140.686,0
15.75,7.56,0
323.1,61.389,0
9.216,3.3408,0.2
10.368,3.6288,0.2
15.02,2.7036,0
33.82,9.1314,0
71,27.69,0
25.12,7.85,0.2
2665.62,239.9058,0
478.08,133.8624,0
164.388,-35.6174,0.4
13.248,3.6432,0.2
2.912,0.91,0.2
1399.944,52.4979,0.2
526.45,31.587,0
16.23,7.9527,0
319.9,156.751,0
11.36,5.3392,0
675.12,290.3016,0
62.82,30.7818,0
489.92,0,0
19.44,9.3312,0
16.68,8.34,0
155.35,0,0
12.42,4.4712,0
187.98,52.6344,0
6.608,2.1476,0.2
248.57,67.1139,0
22.23,9.7812,0
5.98,1.0166,0
246.168,21.5397,0.2
14.136,-7.7748,0.6
601.47,-300.735,0.5
79.1,39.55,0
327.84,157.3632,0
180.96,81.432,0
914.97,411.7365,0
587.97,158.7519,0
530.34,95.4612,0
14.94,7.3206,0
121.94,35.3626,0
122.71,36.813,0
14.94,7.0218,0
1349.85,364.4595,0
136.784,5.1294,0.2
61.12,20.7808,0
1.167,-0.8558,0.7
16.99,4.9271,0
24.672,0,0.2
2.52,0.882,0.2
1218.735,-121.8735,0.3
5.904,1.9926,0.2
15.696,5.1012,0.2
6.096,-3.9624,0.6
41.568,2.598,0.2
230.28,23.028,0.2
18.288,5.715,0.2
5.78,2.7166,0
121.68,38.025,0.2
4.17,1.0842,0
67.04,6.704,0.2
37.32,10.4496,0
18.45,8.6715,0
25.92,12.4416,0
11199.968,3919.9888,0.2
2399.6,647.892,0
63.9,28.755,0
52.99,0.5299,0
60.864,9.1296,0.2
652.995,-935.9595,0.7
11.22,-7.48,0.7
14.94,7.0218,0
39.96,17.1828,0
42.624,4.2624,0.2
220.96,24.858,0.2
4.928,0.7392,0.2
7.23,-5.784,0.7
323.1,61.389,0
19.04,9.3296,0
13.128,4.2666,0.2
64.14,16.6764,0
858.24,143.04,0.1
29.99,2.999,0
186.048,67.4424,0.2
36.792,4.1391,0.2
18.624,6.2856,0.2
57.69,23.6529,0
42.81,20.1207,0
12.96,6.2208,0
821.88,213.6888,0
104.85,28.3095,0
424.9575,19.998,0.15
10.776,3.5022,0.2
11.784,4.2717,0.2
164.88,80.7912,0
1292.94,77.5764,0
25.584,8.9544,0.2
261.74,65.435,0
14.4,7.056,0
10.86,5.1042,0
883.84,99.432,0.2
1979.89,494.9725,0
79.96,35.982,0
8.76,4.2048,0
3.984,1.2948,0.2
370.62,-142.071,0.4
2.742,-2.0108,0.7
79.512,20.8719,0.2
28.352,9.5688,0.2
40.784,4.5882,0.2
105.96,29.6688,0
166.44,79.8912,0
785.88,212.1876,0
26.2,12.838,0
1325.85,238.653,0
166.44,79.8912,0
8.76,0.7665,0.2
43.584,4.3584,0.2
11.088,-8.1312,0.7
25.164,-16.776,0.7
14.4,7.056,0
619.95,111.591,0
89.52,42.0744,0
350.973,152.0883,0.1
164.99,49.497,0
312.552,101.5794,0.2
95.952,29.985,0.2
3.204,-2.4564,0.7
3.98,-6.567,0.8
15.7,7.065,0
5.248,1.64,0.2
5.346,-4.455,0.7
15.48,5.6115,0.2
108.576,8.1432,0.2
109.9,37.366,0
15.384,4.0383,0.2
30.352,10.6232,0.2
821.3,-16.426,0.5
22638.48,-1811.0784,0.5
21.376,7.4816,0.2
8.016,1.002,0.2
30.768,8.0766,0.2
18.936,5.9175,0.2
122.352,15.294,0.2
116.28,56.9772,0
132.6,17.238,0
16.68,4.3368,0
19.44,9.3312,0
192.16,92.2368,0
227.36,81.8496,0
1919.976,215.9973,0.2
12.828,-8.9796,0.7
45.888,9.1776,0.2
60.12,22.2444,0
302.376,37.797,0.2
13.9,5.56,0
129.98,62.3904,0
71.98,15.1158,0
377.97,109.6113,0
124.36,33.5772,0
23.976,-14.3856,0.6
8.376,2.7222,0.2
58.24,5.096,0.2
81.2,12.18,0
14.45,6.7915,0
95.648,31.0856,0.2
359.97,-71.994,0.4
350.352,-140.1408,0.4
1.641,-1.3128,0.7
629.958,94.4937,0.4
6.63,1.7901,0
799.96,343.9828,0
107.53,21.506,0
73.98,19.9746,0
5.58,2.1762,0
49.12,23.0864,0
377.97,94.4925,0
42.28,19.8716,0
299.97,56.9943,0
89.98,43.1904,0
477.24,9.5448,0
25.98,1.5588,0
46.72,17.52,0.2
35.34,13.4292,0
257.64,100.4796,0
125.976,47.241,0.2
79.992,21.9978,0.2
700.056,-130.0104,0.3
27.168,-1.3584,0.2
8.226,-6.0324,0.7
585.552,73.194,0.2
423.28,110.0528,0
225.296,22.5296,0.2
5.56,2.224,0
323.37,129.348,0
783.96,68.5965,0.2
1447.65,419.8185,0
11.96,5.8604,0
239.97,71.991,0
76.92,31.5372,0
,125.1432,0
48.4,23.232,0
0.99,0.4356,0
101.84,36.917,0.2
10.332,-7.5768,0.7
31.155,-23.8855,0.7
8.928,0.6696,0.2
34.384,3.8682,0.2
1924.16,312.676,0.2
32.192,-80.48,0.8
50.12,-0.6265,0.2
47.976,1.7991,0.2
54.5,14.17,0
19.104,5.7312,0.2
49.44,24.2256,0
10.368,3.6288,0.2
154.44,1.5444,0
60.984,4.5738,0.2
195.466,-13.7976,0.15
23.68,6.216,0.2
2.376,0.7425,0.2
59.2,29.6,0
22,9.68,0
257.98,74.8142,0
23.988,-15.992,0.4
23.976,-15.5844,0.4
601.536,0,0.2
7.9,2.528,0
58.36,-24.803,0.6
16.464,1.4406,0.2
39.96,-23.976,0.6
25.96,7.5284,0
36.27,10.881,0
6.48,3.1104,0
1075.088,94.0702,0.2
438.368,38.3572,0.2
18.088,6.5569,0.2
308.499,-18.147,0.15
13.36,4.1416,0
39.96,18.7812,0
145.85,70.008,0
783.96,78.396,0.2
7.88,1.773,0.2
41.37,17.3754,0
12.84,5.778,0
25.68,11.556,0
47.516,-2.0364,0.3
9.42,0.471,0
12.96,6.2208,0
704.9,56.392,0
561.568,28.0784,0.2
179.82,84.5154,0
185.58,76.0878,0
214.11,36.3987,0
999.96,229.9908,0
653.55,111.1035,0
114.6,51.57,0
60.74,15.185,0
124.36,27.3592,0
1088.76,315.7404,0
6.72,2.352,0.2
298.776,7.4694,0.2
302.376,22.6782,0.2
8.928,0.558,0.2
47.584,-2.974,0.2
33.792,10.56,0.2
300.5328,-97.2312,0.32
2.724,-4.3584,0.8
3.264,1.1016,0.2
108.336,37.9176,0.2
55.92,6.291,0.2
78.304,29.364,0.2
443.92,-94.333,0.2
155.976,54.5916,0.2
15.47,4.1769,0
7.16,3.4368,0
10.89,2.8314,0
19.44,9.3312,0
121.6,39.52,0.2
695.7,-27.828,0.5
120.33,31.2858,0
1139.92,284.98,0
229.544,83.2097,0.2
143.728,-32.3388,0.2
36.048,-0.9012,0.2
845.488,-12.0784,0.3
50.94,14.2632,0
762.594,-1143.891,0.8
56.28,15.7584,0
2690.97,1264.7559,0
7.434,-5.6994,0.7
64.784,-12.9568,0.2
28.16,13.2352,0
14.98,6.8908,0
20.32,6.9088,0
40.29,10.4754,0
20.23,9.5081,0
1603.136,100.196,0.2
225.296,22.5296,0.2
67.8,4.068,0
377.97,98.2722,0
1628.82,374.6286,0
286.93,140.5957,0
20.736,7.2576,0.2
31.44,,0
83.79,22.6233,0
59.52,15.4752,0
31.92,9.2568,0
14.72,-3.312,0.2
38.976,-2.436,0.2
17.088,1.068,0.2
74.352,23.235,0.2
314.352,-35.3646,0.2
4.26,1.7466,0
811.28,24.3384,0
6.03,2.9547,0
153.568,-5.7588,0.2
1013.488,76.0116,0.2
52.34,24.5998,0
4.66,1.3514,0
254.97,91.7892,0
25.44,12.72,0
27.93,8.0997,0
8.85,-13.7175,0.8
6.96,2.2272,0
17.456,5.8914,0.2
307.92,-34.641,0.2
6.63,1.7901,0
12.96,6.2208,0
32.4,15.552,0
23.85,10.7325,0
51.96,12.99,0
17.94,8.6112,0
11.56,5.6644,0
26.4,11.88,0
69.08,29.0136,0
35.88,10.0464,0
49.65,20.853,0
959.968,119.996,0.2
408.422,-5.8346,0.3
479.984,59.998,0.2
12.6,6.048,0
184.66,84.9436,0
23.12,8.381,0.2
37.464,12.1758,0.2
539.658,-7.7094,0.3
310.12,80.6312,0
8.56,3.852,0
52.4,14.148,0
14.94,6.8724,0
11.22,0.2244,0
387.136,24.196,0.2
41.4,19.458,0
35,10.5,0
39.552,14.3376,0.2
135.72,35.2872,0
12.56,5.652,0
263.96,71.2692,0
5.952,0.372,0.2
15.8,2.37,0.2
14.368,3.9512,0.2
70.448,12.3284,0.2
129.3,6.465,0
3.882,-5.823,0.8
6.08,3.04,0
19.9,8.955,0
70.71,4.9497,0
18.84,7.9128,0
8.64,2.5056,0
1633.188,-1306.5504,0.7
,8.2992,0
6.608,2.2302,0.2
7.28,2.73,0.2
144.784,10.8588,0.2
156.792,13.7193,0.2
431.976,26.9985,0.2
35.89,16.1505,0
47.208,15.3426,0.2
248.08,116.5976,0
189.7,,0
59.808,19.4376,0.2
90.99,14.5584,0
1526.56,427.4368,0
368.97,40.5867,0
305.01,76.2525,0
18.7,7.106,0
38.29,16.4647,0
26.25,11.025,0
64.96,22.736,0.2
43.7,20.539,0
,13,0.2
23.12,8.381,0.2
113.888,9.9652,0.2
113.568,-5.6784,0.2
7.92,,0.2
671.984,50.3988,0.2
39.99,11.5971,0
191.646,31.941,0.1
2.313,-1.9275,0.7
19.936,7.2268,0.2
45.92,21.5824,0
20.34,9.3564,0
39.28,19.2472,0
81.568,9.1764,0.2
97.184,6.074,0.2
24.32,8.208,0.2
18.96,7.584,0
32.952,-19.7712,0.6
30.016,3.0016,0.2
499.584,43.7136,0.2
31.104,10.8864,0.2
13.272,-10.6176,0.7
28.272,6.3612,0.2
259.136,-51.8272,0.2
10.8,5.184,0
244.006,-31.3722,0.3
15.936,5.3784,0.2
188.552,-2.6936,0.3
22.58,5.8708,0
545.94,87.3504,0
20.736,7.2576,0.2
43.296,4.3296,0.2
123.136,13.8528,0.2
11.264,3.8016,0.2
53.424,4.6746,0.2
275.49,-170.8038,0.5
24.96,6.24,0
19.36,9.2928,0
1267.65,152.118,0
12.99,0.7794,0
18.56,6.496,0.2
449.15,8.983,0
31.248,10.9368,0.2
61.44,16.5888,0
895.92,421.0824,0
55.36,18.684,0.2
55.92,6.291,0.2
24.896,8.4024,0.2
3.984,0.6474,0.2
95.968,28.7904,0.2
206.991,-172.4925,0.7
44.416,3.8864,0.2
9.006,-7.2048,0.7
19,8.93,0
33.376,10.43,0.2
207.48,62.244,0
91.68,45.84,0
904.9,253.372,0
34.272,11.1384,0.2
191.82,74.8098,0
243.88,27.4365,0.2
12.03,-9.223,0.7
2549.985,-3399.98,0.7
21.594,-15.8356,0.7
8.964,-6.5736,0.7
20.736,7.2576,0.2
344.22,-103.266,0.4
727.296,-172.7328,0.2
22.608,-10.1736,0.6
666.4,-33.32,0.2
5.04,0.2016,0
92.94,41.823,0
66.69,22.0077,0
91.68,28.65,0.2
327.7328,-14.4588,0.32
52.272,17.6418,0.2
17.94,8.073,0
254.352,0,0.2
8.288,2.6936,0.2
504.9,80.784,0
403.168,25.198,0.2
194.32,31.0912,0
25.99,7.5371,0
195.136,-12.196,0.2
20.736,7.2576,0.2
53.7,10.203,0
36.26,16.6796,0
56.3,15.764,0
32.4,15.552,0
29.16,10.7892,0
171.288,-6.4233,0.2
16.72,3.344,0.2
12.96,6.2208,0
22.18,10.8682,0
2054.272,256.784,0.2
1022.97,-255.7425,0.4
13.9,3.614,0
26.38,12.1348,0
43.176,13.4925,0.2
411.8,70.006,0
360,129.6,0
41.96,2.9372,0
227.84,66.0736,0
37.94,18.2112,0
517.9,134.654,0
5.28,2.4288,0
2799.96,874.9875,0.2
8.96,4.3008,0
31.5,15.12,0
30.56,10.3904,0
24.368,-3.3506,0.2
119.976,22.4955,0.2
26.88,9.744,0.2
83.97,23.5116,0
104.97,7.3479,0
90.8,25.424,0
140.736,49.2576,0.2
214.95,88.1295,0
45.36,21.7728,0
288.24,138.3552,0
663.936,82.992,0.2
2934.33,792.2691,0
124.41,14.9292,0
57.75,26.565,0
114.46,28.615,0
120.666,18.4548,0.15
342.864,38.5722,0.2
16.74,-14.229,0.6
981.372,-140.196,0.3
31.84,10.5072,0
12.96,6.2208,0
43.176,15.1116,0.2
58.34,28.0032,0
539.97,134.9925,0
3.928,1.3257,0.2
252.784,-417.0936,0.8
127.984,15.998,0.2
3.984,-2.6892,0.6
12.992,-32.48,0.8
61,25.62,0
671.93,188.1404,0
447.86,219.4514,0
479.95,129.5865,0
166.44,79.8912,0
31.68,2.772,0.2
10.368,3.6288,0.2
12.032,2.256,0.2
5.768,-13.5548,0.8
33.12,11.592,0.2
220.2656,-42.1096,0.32
10.776,3.5022,0.2
242.352,9.0882,0.2
695.16,34.758,0
220.98,50.8254,0
12.957,-9.5018,0.7
25.68,11.556,0
15.712,5.6956,0.2
298.464,26.1156,0.2
21.93,10.0878,0
242.94,4.8588,0
7.64,3.7436,0
51.84,25.4016,0
265.17,47.7306,0
837.6,62.82,0.2
135.9,63.873,0
34.68,16.9932,0
532.704,-39.9528,0.2
43.1,11.206,0
15.88,0.1588,0
1123.92,-182.637,0.2
249.584,31.198,0.2
48.672,7.3008,0.2
60.768,7.596,0.2
78.6,-62.88,0.7
3.768,-3.14,0.7
1036.624,51.8312,0.2
563.808,21.1428,0.2
258.528,-47.3968,0.4
49.12,23.0864,0
44.46,14.6718,0
241.568,18.1176,0.2
395,39.5,0
627.168,70.5564,0.2
13.28,6.3744,0
12.672,4.4352,0.2
30.56,-45.84,0.8
77.952,-15.5904,0.2
67.992,8.499,0.2
12.224,4.4312,0.2
44.784,-0.5598,0.2
22.848,-17.7072,0.6
206.43,90.8292,0
210.392,-336.6272,0.8
119.96,35.988,0.2
10.608,0.9282,0.2
347.802,-24.843,0.3
963.136,108.3528,0.2
88.776,7.7679,0.2
32.4,10.368,0
32.4,15.552,0
31.05,14.904,0
2025.36,607.608,0.2
1799.994,-2639.9912,0.7
101.988,-16.998,0.4
262.864,69.0018,0.2
735.98,331.191,0
93.024,33.7212,0.2
284.364,-75.8304,0.4
26,11.7,0
67.64,5.9185,0.2
119.976,-17.9964,0.2
5.18,-8.029,0.8
15.56,7.3132,0
78.35,36.8245,0
59.52,15.4752,0
38.52,17.334,0
239.984,23.9984,0.2
19.35,9.4815,0
67,32.16,0
390.272,-24.392,0.2
62.192,19.435,0.2
23.88,11.2236,0
3.168,-4.752,0.8
528.43,0,0.3
13.392,1.5066,0.2
181.86,50.9208,0
180.588,-240.784,0.7
47.984,0.5998,0.2
18.76,9.0048,0
20.94,6.0726,0
58.68,18.1908,0
254.9,68.823,0
9.64,4.4344,0
826.62,355.4466,0
1633.14,473.6106,0
544.38,157.8702,0
26.046,-44.2782,0.8
74.352,26.9526,0.2
69.93,32.1678,0
3.75,1.8,0
20.928,7.5864,0.2
12.672,-3.168,0.2
65.99,17.1574,0
6.37,-9.555,0.8
3.648#$%,-6.0192,0.8
31.104,10.8864,0.2
23.34,0.2334,0
29.97,14.0859,0
3.366,-2.244,0.7
95.968,9.5968,0.2
18.704,2.338,0.2
149.232,3.7308,0.2
15.936,5.7768,0.2
601.536,60.1536,0.2
10.99,4.2861,0
39.88,11.1664,0
62.24,28.008,0
53.2,14.896,0
39.84,18.3264,0
349.95,118.983,0
377.928,141.723,0.2
13.392,5.022,0.2
11.228,-18.5262,0.8
207.24,58.0272,0
1.504,0.1692,0.2
34.848,6.534,0.2
75.18,35.3346,0
149.97,52.4895,0
931.176,314.2719,0.2
430.88,124.9552,0
94.85,45.528,0
51.12,23.004,0
90,32.4,0
9.408,3.4104,0.2
4.672,1.46,0.2
318.4,107.46,0.2
12.768,4.6284,0.2
15.36,-3.264,0.2
230.376,20.1579,0.2
7.16,-0.0895,0.2
375.34,18.767,0
114.9,39.066,0
26.046,-44.2782,0.8
2.896,-4.7784,0.8
32.544,-7.7292,0.2
3.984,1.3944,0.2
181.797,-15.5826,0.3
44.94,12.5832,0
45.576,15.9516,0.2
318.43,-77.333,0.3
122.92,46.095,0.2
7.068,-2.8272,0.6
56.45,14.677,0
13.468,-22.8956,0.8
219.8,24.7275,0.2
317.058,-18.1176,0.3
49.08,4.908,0
324.9,38.988,0
18.24,5.2896,0
113.888,9.9652,0.2
105.584,7.9188,0.2
24.85,11.6795,0
60.312,5.2773,0.2
7.056,2.205,0.2
27.184,2.0388,0.2
107.984,9.4486,0.2
19.296,6.03,0.2
4.608,1.6704,0.2
79.974,-29.3238,0.4
2.946,-2.0622,0.7
3.136,-4.704,0.8
20.736,7.2576,0.2
99.98,7.9984,0
733.95,352.296,0
241.44,72.432,0
10.08,3.528,0.2
281.904,10.5714,0.2
201.432,67.9833,0.2
135.98,33.995,0
44.95,12.586,0
2.97,1.3068,0
6.54,2.6814,0
7.92,3.4848,0
203.92,22.941,0.2
3359.952,1049.985,0.2
18.24,9.12,0
27.78,9.1674,0
22.96,7.5768,0
28.99,8.4071,0
12.96,6.3504,0
22.96,6.6584,0
4164.05,83.281,0
47.984,13.1956,0.2
4.624,1.6762,0.2
15.24,5.1816,0
63.924,-46.8776,0.7
6.56,1.9024,0
13.11,3.4086,0
494.376,49.4376,0.2
29.2,9.855,0.2
248.85,27.3735,0
36.24,15.2208,0
11.68,3.504,0
11.91,0.1191,0
3.48,1.1136,0
30.96,-52.632,0.8
1704.89,767.2005,0
19.194,-12.796,0.7
121.792,13.7016,0.2
1919.976,215.9973,0.2
50.997,-40.7976,0.7
76.792,-16.3183,0.2
539.964,-107.9928,0.4
60.312,5.2773,0.2
1.944,-1.4256,0.7
12.984,4.7067,0.2
217.584,19.0386,0.2
328.776,28.7679,0.2
2.286,-3.6576,0.8
47.984,14.3952,0.2
25.344,8.8704,0.2
232.4,78.435,0.2
86.45,38.038,0
603.92,45.294,0.2
81.98,40.1702,0
271.764,48.3136,0.1
14.376,4.8519,0.2
341.96,-427.45,0.6
181.35,48.9645,0
8.64,4.2336,0
43.512,3.8073,0.2
662.88,74.574,0.2
25.92,9.072,0.2
68.94,20.682,0
128.82,50.2398,0
896.99,-1480.0335,0.8
1.234,-1.9744,0.8
67.56,6.756,0.2
21.72,7.8735,0.2
262.336,95.0968,0.2
148.48,16.704,0.2
241.176,15.0735,0.2
227.976,28.497,0.2
52.68,19.755,0.2
2.032,-1.3208,0.6
17.12,4.9648,0
431.968,37.7972,0.2
129.92,10.3936,0
568.728,28.4364,0.2
117.144,42.4647,0.2
203.52,54.9504,0
51.75,24.84,0
122.97,60.2553,0
244.615,20.967,0.3
59.97,28.7856,0
81.54,36.693,0
11.68,5.256,0
29,13.92,0
50.8,13.208,0
16.03,-25.648,0.8
15.712,5.6956,0.2
89.97,18.8937,0
435.999,20.5176,0.15
83.984,31.494,0.2
359.98,93.5948,0
70.56,-4.032,0.3
20.88,9.6048,0
3.81,1.8288,0
73.008,26.4654,0.2
3.208,-5.2932,0.8
26.176,-3.272,0.2
30.44,14.3068,0
35.28,11.9952,0
19.44,9.3312,0
37.88,18.94,0
9.552,-3.8208,0.6
290.666,3.4196,0.15
10.368,3.6288,0.2
14.352,4.485,0.2
141.96,41.1684,0
66.048,23.1168,0.2
1287.45,244.6155,0
25.824,9.0384,0.2
160.96,48.288,0
28.44,11.376,0
364.41,8.098,0.1
39.96,10.3896,0
361.764,68.3332,0.1
111.672,6.9795,0.2
13.776,-22.0416,0.8
10.272,3.21,0.2
24.048,7.2144,0.2
2.896,0.9774,0.2
17.94,8.7906,0
384.174,29.8802,0.1
1799.75,539.925,0
580.672,65.3256,0.2
18.936,5.9175,0.2
222.384,16.6788,0.2
50.454,-33.636,0.7
154.764,-36.1116,0.4
6.848,2.14,0.2
1091.168,68.198,0.2
219.168,-43.8336,0.2
6.928,-11.0848,0.8
40.032,15.012,0.2
443.92,13.3176,0
169.99,78.1954,0
25.92,12.4416,0
36.99,9.9873,0
629.1,301.968,0
193.95,9.6975,0
5.46,1.4742,0
22.288,-8.9152,0.6
65.424,-52.3392,0.6
77.88,3.894,0
281.372,-12.0588,0.3
281.372,-12.0588,0.3
7.488,-5.2416,0.7
22.336,7.8176,0.2
10.368,3.6288,0.2
65.79,30.2634,0
271.984,88.3948,0.2
11.76#$%,3.1752,0
77.52,37.9848,0
48.64,15.808,0.2
1.81,0.6516,0
8.26,3.8822,0
43.56,3.267,0.2
5.84,0.73,0.2
271.764,60.392,0.1
262.24,78.672,0
182.72,84.0512,0
131.6,7.896,0
22.72,7.384,0.2
558.4,41.88,0.2
15.24,6.858,0
1408.1,394.268,0
32.896,11.1024,0.2
215.148,-103.9882,0.4
30.96,11.223,0.2
29.79,8.6391,0
128.9,15.468,0
60.12,28.8576,0
24.816,8.3754,0.2
14.976,5.4288,0.2
15.08,-22.62,0.8
24.288,-12.7512,0.6
16.192,-8.5008,0.6
251.006,-68.1302,0.3
54.192,4.0644,0.2
4.304,1.5602,0.2
108.92,49.014,0
16.74,8.37,0
2504.74,626.185,0
84.784,-16.9568,0.2
29.9,5.083,0
70.88,33.3136,0
3.76,1.0904,0
27.264,8.8608,0.2
56.65,24.3595,0
14.97,4.1916,0
4.02,1.9698,0
471.92,29.495,0.2
58.72,27.0112,0
5.16,0.8385,0.2
16.496,5.5674,0.2
71.976,19.7934,0.2
22.512,2.2512,0.2
3.444,-2.7552,0.7
538.194,-412.6154,0.7
47.984,14.3952,0.2
492.768,55.4364,0.2
286.79,74.5654,0
5.08,1.651,0.2
47.992,7.1988,0.2
61.96,16.1096,0
361.96,83.2508,0
278.82,125.469,0
133.38,58.6872,0
47.952,16.1838,0.2
16.74,4.3524,0
10.848,3.5256,0.2
18.544,3.0134,0.2
180.98,47.0548,0
99.98,42.9914,0
34.95,15.378,0
152,69.92,0
92.52,18.504,0
8.56,2.4824,0
45.36,21.7728,0
1421.664,-195.4788,0.2
8.96,2.7776,0
579.95,168.1855,0
29.12,12.5216,0
1202.94,300.735,0
7.92,3.564,0
36.192,2.7144,0.2
147.184,-29.4368,0.2
408.422,-5.8346,0.3
382.116,-92.7996,0.3
68.6,6.0025,0.2
435.504,48.9942,0.2
11.168,3.7692,0.2
72#$%,12.96,0
655.9,275.478,0
603.92,181.176,0
513.024,12.8256,0.2
487.92,136.6176,0
15.24,5.334,0.2
209.97,71.3898,0
62.94,30.2112,0
25.92,7.776,0
10.368,3.6288,0.2
95.736,20.3439,0.2
900.08,117.0104,0
201.584,20.1584,0.2
3.392,-5.088,0.8
193.0656,-19.8744,0.32
15.552,5.4432,0.2
11.648,4.0768,0.2
418.8,-97.72,0.4
509.488,-127.372,0.2
825.174,-117.882,0.3
17.76,5.55,0.2
6.912,0.864,0.2
66.3,8.619,0
30.816,9.63,0.2
44.784,4.4784,0.2
569.536,64.0728,0.2
796.425,-525.6405,0.5
12.832,4.3308,0.2
40.46,19.8254,0
404.94,109.3338,0
116,29,0
657.552,49.3164,0.2
599.97,257.9871,0
38.97,0.7794,0
45.84,22.0032,0
38.24,-9.56,0.2
87.168,10.896,0.2
21.4,6.206,0
54.9,15.372,0
287.968,97.1892,0.2
13.12,3.8048,0
10.75,3.5475,0
11.62,3.6022,0
40.74,0.4074,0
83.25,14.985,0
9.45,4.536,0
20.65,9.499,0
45.36,21.7728,0
5.352,1.6056,0.2
99.372,-7.098,0.3
2.672,0.3674,0.2
28.672,10.3936,0.2
29.312,-74.7456,0.8
105.98,4.2392,0
35.06,10.518,0
33.94,9.1638,0
30,14.4,0
45.528,15.9348,0.2
844.116,-36.1764,0.3
812.736,60.9552,0.2
7.476,-5.9808,0.7
330.4,85.904,0
604.752,37.797,0.2
45.36,21.7728,0
10.128,3.6714,0.2
21.792,7.6272,0.2
439.8,145.134,0
8.256,0.6192,0.2
25.56,-20.448,0.7
4.368,-3.0576,0.7
11.52,3.744,0.2
12.96,6.2208,0
3.96,0.0792,0
1577.94,757.4112,0
15.008,-12.0064,0.6
59.98,26.3912,0
2395.2,209.58,0.2
1687.8,742.632,0
7.992,2.6973,0.2
5.184,1.8144,0.2
11.68,5.4896,0
104.8,26.2,0
14.496,4.8924,0.2
4.784,1.5548,0.2
4.73,2.3177,0
7.89,0.3156,0
65.5,32.095,0
2430.08,388.8128,0
104.85,50.328,0
3.9,1.521,0
801.96,200.49,0
191.96,32.6332,0
2.61,1.2006,0
5.96,1.6688,0
1169.694,-253.4337,0.4
1665.62,33.3124,0
2.88,1.4112,0
1443.96,375.4296,0
2.92,0.365,0.2
465.18,120.9468,0
22.428,-17.9424,0.7
37.52,3.752,0.2
2.624,0.4264,0.2
15.552,5.4432,0.2
64.704,-4.8528,0.2
17.472,5.0232,0.2
135.516,-31.6204,0.4
431.928,64.7892,0.2
12.448,3.89,0.2
657.93,-93.99,0.3
277.4,133.152,0
25.16,8.5544,0
91.92,31.2528,0
29.34,13.4964,0
139.44,47.061,0.2
6.912,2.5056,0.2
27.096,2.0322,0.2
177.568,-37.7332,0.2
58.416,16.7946,0.2
16.448,5.5512,0.2
36.784,10.5754,0.2
718.116,-71.8116,0.3
31.776,8.7384,0.2
9.555,-7.3255,0.7
487.984,152.495,0.2
5.56,1.7375,0.2
217.85,65.355,0
40.776,4.5873,0.2
63.936,5.5944,0.2
142.4,52.688,0
7.16,3.4368,0
681.408,42.588,0.2
3.52,1.0208,0
5.58,1.395,0
36.32,10.896,0
2060.744,643.9825,0.2
52.272,9.801,0.2
213.136,23.9778,0.2
69.52,19.4656,0
763.44,45.8064,0
9.216,3.3408,0.2
41.958,-9.7902,0.4
89.568,32.4684,0.2
22.248,7.5087,0.2
334.88,29.302,0.2
148.288,29.6576,0.2
4.624,1.6762,0.2
178.92,-29.0745,0.2
69.888,-46.592,0.7
487.984,152.495,0.2
47.3,12.298,0
4.13,1.1564,0
155.12,50.414,0.2
6.48,3.1752,0
15.52,4.5008,0
2.946,-2.0622,0.7
55.104,18.5976,0.2
104.88,41.952,0
34.7,12.492,0
33.72,15.5112,0
14.94,7.0218,0
638.73,166.0698,0
113.568,-21.294,0.2
9.096,1.7055,0.2
8.688,2.9322,0.2
30.88,3.86,0.2
6.408,1.4418,0.2
33.8,4.225,0.2
377.97,94.4925,0
258.9,93.204,0
24.56,11.5432,0
27.888,9.0636,0.2
6.456,-4.5192,0.7
52.68,19.755,0.2
13.88,-2.6025,0.2
103.92,-18.186,0.2
11.52,3.744,0.2
10.368,3.6288,0.2
39.072,2.9304,0.2
8.872,3.2161,0.2
121.104,-100.92,0.7
127.372,-30.9332,0.3
47.952,16.1838,0.2
