click,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,month,dayofweek,day,hour
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,0d64f409,260bcecc,1,0,22930,320,50,2652,0,171,100126,94,10,3,30,19
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,89cc9495,8f5c9827,1,0,21767,320,50,2506,0,35,-1,157,10,2,22,12
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,5186ac6a,496515fa,1,2,21189,320,50,2424,1,161,100193,71,10,4,24,12
FALSE,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a6504b6a,d787e91b,1,0,17239,320,50,1973,3,39,100148,23,10,1,28,20
FALSE,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4ec1854a,23885c9e,1,0,17914,320,50,2043,2,39,-1,32,10,1,21,7
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,03fa9464,3bd9e8e7,1,0,22261,320,50,2545,0,167,100084,221,10,4,24,10
FALSE,1005,1,ba9aee1b,9eaf88fa,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6696636a,5ec45883,1,0,19772,320,50,2227,0,935,100077,48,10,2,29,13
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,de721b7f,a5bce124,1,0,23191,320,50,2671,0,163,-1,221,10,1,28,10
TRUE,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e72a37cb,d2750e73,1,0,20215,320,50,2316,0,167,100077,16,10,1,28,16
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,54d0fa93,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79,10,1,21,1
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,69b7be88,ccd75856,b3f4c8ce,1,0,23143,320,50,2665,0,35,-1,221,10,1,28,16
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,3b0fb5e5,3fafc49f,1,0,23221,320,50,2676,0,35,100176,221,10,2,29,4
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,730e2720,c6263d8a,1,0,20108,320,50,2299,2,1327,-1,52,10,0,27,13
TRUE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b7ed6553,d787e91b,1,0,17262,320,50,1872,3,39,-1,23,10,2,29,17
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,4b08f369,2347f47a,0f2161f8,a99f214a,e0c25a4e,8803c3d6,1,2,21666,320,50,2494,3,35,-1,112,10,1,21,7
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b6949769,e1eae715,1,3,21189,320,50,2424,1,161,100190,71,10,4,24,17
FALSE,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cf021d43,2203a096,1,0,21833,320,50,2522,0,35,-1,221,10,2,22,12
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a278e423,8479bc72,0d8ce284,1,0,16688,320,50,1873,3,39,-1,23,10,1,28,15
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,728f6833,1ccc7835,1,0,15702,320,50,1722,0,35,100083,79,10,5,25,16
FALSE,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,55fdbb93,8a4875bd,1,0,15708,320,50,1722,0,35,100084,79,10,0,27,9
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ad983eb9,2692a96a,1,3,21189,320,50,2424,1,161,-1,71,10,1,28,22
FALSE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,13966a32,0b188ab3,1,0,23725,320,50,2716,3,47,-1,23,10,2,29,19
FALSE,1005,0,3dff2c35,f04a6216,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fe24ea3e,36b67a2a,1,0,20995,320,50,2369,0,809,100111,46,10,3,23,10
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c9ffae31,d787e91b,1,0,15705,320,50,1722,0,35,100084,79,10,1,28,0
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,42f5fcdb,2347f47a,0f2161f8,a99f214a,179f70ff,d787e91b,1,0,20008,320,50,2283,0,163,100076,95,10,1,28,15
FALSE,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b996f9f0,d787e91b,1,0,17163,320,50,1955,3,163,100190,71,10,2,22,11
FALSE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1aea2343,fce66524,1,0,20632,320,50,2374,3,39,-1,23,10,4,24,4
TRUE,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,1631e89c,cdf6ea96,1,0,20633,320,50,2374,3,39,-1,23,10,2,22,18
FALSE,1005,1,ec44f0b7,25cc549c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3bf563ed,76dc4769,1,0,17894,320,50,2039,2,39,100075,32,10,3,30,5
FALSE,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a4f26fe3,daa861e9,1,0,19878,320,50,2271,0,679,-1,48,10,6,26,16
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,432f06b5,7801e8d9,0f2161f8,c2e4e220,6b9769f2,711ee120,1,0,21790,320,50,2513,3,35,-1,68,10,2,22,5
FALSE,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6e2fe27c,8a4875bd,1,0,16920,320,50,1899,0,431,100077,117,10,4,24,6
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,309465b8,940ae858,cdf6ea96,1,0,16615,320,50,1863,3,39,-1,23,10,4,24,18
FALSE,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1ae7871a,158e4944,1,0,17654,300,250,1994,2,39,100084,33,10,4,24,16
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7ab152a5,3de05cb4,1,2,15707,320,50,1722,0,35,-1,79,10,4,24,14
FALSE,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d3add041,4ea23a13,1,0,21678,320,50,2495,2,167,-1,23,10,2,29,13
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,44e5a4fe,1c6a881d,1,2,22259,320,50,2545,0,167,-1,221,10,5,25,19
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,ef707607,4ea23a13,1,0,20634,320,50,2374,3,39,-1,23,10,6,26,21
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,a65d4630,a8d2c4cf,1,0,19776,320,50,2229,0,687,100031,48,10,1,28,23
FALSE,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f323f36,f60c2fd3,1,0,22288,320,50,2572,3,297,100156,42,10,4,24,16
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,ca4e7804,7843f7dc,1,0,23866,320,50,2736,0,33,100170,246,10,3,30,18
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,a6315195,0cabf8dd,a0f5f879,1,0,1037,320,50,178,3,1327,100148,15,10,2,22,9
TRUE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6af67812,5db079b5,1,2,22676,320,50,2616,0,35,-1,51,10,0,27,5
FALSE,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,9b753e0c,3bc980aa,1,0,17239,320,50,1973,3,39,100119,23,10,4,24,5
FALSE,1002,0,382f795d,e92d510a,50e219e0,ecad2386,7801e8d9,07d7df22,9b9ede5b,f68a6720,2d5d01c9,0,0,22700,320,50,2624,0,35,100075,221,10,0,27,14
FALSE,1005,0,38217daf,449497bc,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cb47e6c8,1f0bc64f,1,0,20345,300,250,2331,2,39,-1,23,10,3,30,16
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,9143794,981edffc,1,3,21191,320,50,2424,1,161,100189,71,10,6,26,17
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5f9e2aee,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79,10,3,23,1
FALSE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,12209947,43836a96,1,0,17262,320,50,1872,3,39,-1,23,10,2,29,13
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e54c1344,40e56cdb,1,0,15701,320,50,1722,0,35,-1,79,10,1,21,1
TRUE,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e1f15206,1aa0e912,1,0,17753,320,50,1993,2,1063,-1,33,10,0,27,13
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,189a07bf,8f1db0bc,1,2,23804,320,50,2726,3,803,-1,229,10,3,30,4
TRUE,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ead76949,d787e91b,1,0,21591,320,50,2478,3,167,100077,23,10,3,30,5
TRUE,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,880ff12d,1aa0e912,1,0,21834,300,250,2523,0,35,-1,221,10,3,23,0
FALSE,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b06ce102,8a4875bd,1,0,21893,320,50,2526,0,167,100079,221,10,2,29,15
FALSE,1005,1,7dd19f44,9690165f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4676b5f1,1f0bc64f,1,0,20251,320,50,2323,0,687,100081,48,10,1,28,14
FALSE,1005,1,791b5571,fd13bc73,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3a225b39,d787e91b,1,0,8330,320,50,761,3,175,100077,23,10,0,27,16
FALSE,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e4727a2b,80f61b6e,1,0,19772,320,50,2227,0,935,100079,48,10,1,28,1
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,d292c32f,2347f47a,0f2161f8,a99f214a,20c093cb,43a30462,1,0,21664,320,50,2492,3,35,-1,43,10,1,21,6
FALSE,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,efcfc05a,684581ce,1,0,19950,320,50,1800,3,167,100077,23,10,5,25,17
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,11c2cf11,d17a0181,1,0,20108,320,50,2299,2,1327,100084,52,10,5,25,18
TRUE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,693bff3e,8a4875bd,1,0,15703,320,50,1722,0,35,-1,79,10,5,25,15
FALSE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b26aa34e,7abbbd5c,1,0,21679,320,50,2495,2,167,100181,23,10,1,21,16
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,b0070d9a,8a4875bd,1,0,20633,320,50,2374,3,39,-1,23,10,6,26,18
FALSE,1005,0,97430aa8,132080af,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d096d587,ef726eae,1,0,19665,320,50,2253,2,303,-1,52,10,1,21,5
FALSE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,42838298,24f6b932,1,0,21679,320,50,2495,2,167,-1,23,10,1,28,4
FALSE,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7b472507,49bc419a,1,0,22680,320,50,2528,0,39,100075,221,10,1,28,7
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,a0fc3c79,a4b6f65b,1,0,20508,320,50,2351,3,163,100020,61,10,0,27,1
FALSE,1005,1,16c73019,8025317b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,30838541,3bc980aa,1,0,21664,320,50,2492,3,35,-1,43,10,1,21,8
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d3cdb4df,8a4875bd,1,0,15703,320,50,1722,0,35,-1,79,10,4,24,16
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4bc15079,0eb711ec,1,0,15702,320,50,1722,0,35,-1,79,10,4,24,3
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,74fa03df,981edffc,1,3,21191,320,50,2424,1,161,100193,71,10,1,28,18
TRUE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ece9ce90,cc1e3ed4,1,0,15706,320,50,1722,0,35,-1,79,10,6,26,10
FALSE,1002,0,5b787406,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,4242304f,7c9b1f50,28e69561,0,0,21678,320,50,2495,2,167,-1,23,10,5,25,15
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,f59c0011,36d749e5,1,3,23137,320,50,2664,0,35,-1,51,10,3,30,8
FALSE,1005,0,7aec40a2,f415c8a8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,95128201,ecb851b2,1,0,23468,300,250,2691,0,419,-1,212,10,2,29,14
FALSE,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9ed383be,1aa0e912,1,0,17614,320,50,1993,2,1063,-1,33,10,3,23,9
FALSE,1005,0,addf1d39,db11867b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d07fac9d,d2e5a0b2,1,0,19771,320,50,2227,0,935,100075,48,10,1,28,13
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,553f099b,1,0,15705,320,50,1722,0,35,-1,79,10,4,24,18
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,6f282096,8803c3d6,1,2,23804,320,50,2726,3,803,-1,229,10,3,30,4
FALSE,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f66847d4,77bf3c3c,1,2,21770,320,50,2507,0,35,100176,157,10,2,22,12
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,750bbadc,aad45b01,1,0,21611,320,50,2480,3,297,100111,61,10,0,27,4
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,c06b8b05,2347f47a,0f2161f8,2d7d3717,9d6b92af,1d5bfd2d,1,0,20365,300,250,2333,0,39,-1,157,10,4,24,0
TRUE,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e52b486f,2891f384,1,0,23913,320,50,2741,0,163,-1,17,10,3,30,11
FALSE,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,285aa37d,9bbdb88c,1,0,9478,320,50,906,3,1451,100156,61,10,1,21,21
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,a207ad43,2347f47a,0f2161f8,a99f214a,7691dda3,f07e20f8,1,2,21611,320,50,2480,3,297,100111,61,10,3,23,3
FALSE,1005,0,7294ea0f,863fa89d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4f105421,ecb851b2,1,0,21790,320,50,2513,3,35,-1,68,10,2,22,6
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,1c9ce06b,2347f47a,4ce2e9fc,c9043f5b,624c953a,d787e91b,1,3,21409,320,50,2467,2,167,100075,23,10,4,24,7
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,8422bfad,1617d758,1,0,18648,320,50,1092,3,811,100156,61,10,3,30,9
FALSE,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,48a35b19,6e1e2240,1,0,22681,320,50,2528,0,39,-1,221,10,1,28,6
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,6ce5fef4,0e8616ad,0f2161f8,a99f214a,92d9e41a,d0edf686,1,0,22107,320,50,2546,2,35,100200,13,10,3,23,5
FALSE,1005,0,8f51bf3a,9f448720,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8f88287a,8a4875bd,1,0,16615,320,50,1863,3,39,-1,23,10,6,26,9
TRUE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5b052dd4,84ebbcd4,1,0,20359,216,36,2333,0,39,-1,157,10,3,23,9
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,2bc57aac,1f0bc64f,1,0,16688,320,50,1873,3,39,-1,23,10,6,26,17
FALSE,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e5b4b95f,5ec45883,1,0,23100,320,50,2526,0,167,100074,221,10,1,28,15
TRUE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4a070647,36d749e5,1,0,22676,320,50,2616,0,35,-1,51,10,0,27,6
FALSE,1010,1,85f751fd,c4e18dd6,50e219e0,495d447f,7801e8d9,0f2161f8,3198e8af,6f8a1e04,be74e6fe,4,3,16011,320,50,1769,0,673,100228,101,10,4,24,11
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,667a4d9c,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61,10,2,22,9
TRUE,1005,1,178a7b89,b4598159,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,096a5ed5,7558c63e,1,0,19772,320,50,2227,0,679,100075,48,10,4,24,16
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,3ad31a7b,01e3f9f7,34d5fa08,1,0,15704,320,50,1722,0,35,-1,79,10,1,21,4
FALSE,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e523b490,2f1a7449,1,0,19772,320,50,2227,0,679,100074,48,10,5,25,2
FALSE,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6c4e1268,a0f5f879,1,0,22680,320,50,2528,0,39,100076,221,10,1,28,6
FALSE,1005,1,85f751fd,c4e18dd6,50e219e0,1dc72b4d,2347f47a,0f2161f8,629c0de9,5cd792e5,8a4875bd,1,0,23813,300,50,2727,1,35,100076,251,10,2,29,12
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,de36ebff,8b47bd79,46a414f4,1,0,21611,320,50,2480,3,297,100111,61,10,2,29,5
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,be998162,3bc980aa,1,0,21665,320,50,2493,3,35,-1,117,10,1,21,4
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,583a5513,1f0bc64f,1,0,15707,320,50,1722,0,35,-1,79,10,0,27,2
FALSE,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,635c961e,8a4875bd,1,0,22682,320,50,2528,0,39,100081,221,10,1,28,8
FALSE,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,285aa37d,8b65b455,1,0,22267,320,50,2566,3,41,100156,42,10,6,26,10
FALSE,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,11da83ca,88fe1d5d,1,0,21992,320,50,2533,0,675,100074,48,10,3,23,4
FALSE,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e67d16c4,1ccc7835,1,0,18858,320,50,1882,3,35,-1,13,10,0,27,17
FALSE,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6a000b51,be6db1d7,1,0,16208,320,50,1800,3,167,-1,23,10,5,25,8
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d548f72c,0eb711ec,1,0,21726,320,50,2502,0,35,100084,221,10,1,21,15
TRUE,1002,0,f17ebd97,5888d1c7,50e219e0,ecad2386,7801e8d9,07d7df22,5f9b8c87,03810d8b,43e7b962,0,0,23438,320,50,2684,2,1327,100188,52,10,2,29,17
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,8b43922e,aad45b01,1,0,21611,320,50,2480,3,299,100111,61,10,1,21,3
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,1ae12afb,2ea4f8ba,1,0,20508,320,50,2351,3,163,-1,61,10,3,30,0
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8bf86695,8a4875bd,1,0,15708,320,50,1722,0,35,100084,79,10,4,24,13
FALSE,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5ae9dd74,ecb851b2,1,0,4687,320,50,423,2,39,100148,32,10,5,25,15
FALSE,1005,1,85f751fd,c4e18dd6,50e219e0,cf0327f9,2347f47a,0f2161f8,017e3f38,67c420dc,e981565c,1,0,23710,300,50,2714,3,35,-1,23,10,3,30,2
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bb03a7ff,158e4944,1,0,15702,320,50,1722,0,35,100084,79,10,2,22,15
FALSE,1002,0,391b8861,9179a6c8,50e219e0,ecad2386,7801e8d9,07d7df22,152a6638,81a7996d,a9b05547,0,0,21409,320,50,2467,2,167,100074,23,10,2,22,19
FALSE,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1095e51b,be6db1d7,1,0,16208,320,50,1800,3,167,100079,23,10,1,21,11
FALSE,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,50c9fc3b,6ac9eb05,1,0,16920,320,50,1899,0,431,100077,117,10,1,21,5
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,3db1dbc2,981edffc,1,3,21191,320,50,2424,1,161,100193,71,10,0,27,20
FALSE,1005,0,f9c69707,e16ceb4b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a3b7b6ef,260bcecc,1,0,19665,320,50,2253,2,303,-1,52,10,1,21,23
TRUE,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,32640f12,43a30462,1,0,19015,300,250,2162,2,39,-1,33,10,2,22,13
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,41a01278,cab7ad1c,1,0,15704,320,50,1722,0,35,-1,79,10,2,29,1
FALSE,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7ad065db,a0f5f879,1,0,21592,320,50,2478,3,167,100081,23,10,2,22,4
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,23793150,3f6225e2,67b4938a,1,0,19771,320,50,2227,0,679,100077,48,10,6,26,5
FALSE,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f190dd47,8a4875bd,1,0,20006,320,50,2283,0,163,-1,95,10,3,30,9
FALSE,1010,1,85f751fd,c4e18dd6,50e219e0,8c329214,7801e8d9,0f2161f8,249ed24e,370afc09,3d20877d,4,0,16250,320,50,1809,0,43,100160,126,10,1,28,19
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,094d0189,981edffc,1,3,21189,320,50,2424,1,161,100189,71,10,3,23,20
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,94112c86,befe3ab2,1,0,23441,320,50,2685,1,33,100084,212,10,1,28,13
FALSE,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,d0d4dec0,7a266b91,eaa5a8d8,4,2,15699,320,50,1722,0,35,-1,79,10,1,28,10
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2a21474b,2d31fd3f,1,0,15705,320,50,1722,0,35,100083,79,10,6,26,14
FALSE,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,07875ea4,78d9bd10,1,0,15701,320,50,1722,0,35,-1,79,10,2,29,10
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,4d5c7fce,1c0a555a,a80eb5d7,1,0,16615,320,50,1863,3,39,-1,23,10,5,25,15
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,12e6bbde,99e427c9,1,0,21611,320,50,2480,3,299,100111,61,10,3,30,16
FALSE,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,abebc0fd,00b08597,1,0,21663,320,50,2491,0,35,-1,194,10,2,22,7
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,7f82b0c9,43a30462,1,0,23441,320,50,2685,1,33,-1,212,10,1,28,14
FALSE,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,82d34aa8,8a4875bd,1,0,16208,320,50,1800,3,167,100075,23,10,0,27,6
FALSE,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,49a76a24,395a7de6,d4897fef,1,0,17016,320,50,1873,3,39,-1,23,10,6,26,8
